7.804541092525596468e-03,-7.230206447781029055e-02,3.381942392479686532e-04,1.277987932019186701e-02,2.384932058351409978e-01,-5.889861646664940054e-03,1.990265720172601505e-02,5.523836692446195684e-01,-1.486540066275665595e-02,2.352429093497221402e-02,6.518288532007545655e-01,-1.945028317331320977e-02,1.962895081638293959e-02,5.431346910041270348e-01,-1.451662205263914984e-02,1.105468753556237971e-02,1.416165071778721085e-01,-3.749768918709150967e-03,5.647082903323052960e-03,-2.218794649267294972e-01,3.033046663801997056e-03,1.975090978652360718e-02,5.480997435355163816e-01,-1.468146035401218796e-02,1.073876972134257812e-02,1.189178456212971469e-01,-3.333398590200431499e-03,6.458985006844386589e-03,-1.650105181139736032e-01,2.018770146520409980e-03,7.241499406717366583e-03,-1.107863310490984077e-01,1.041361839270393830e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,7.155340002839238878e-03,-1.176002708813825848e-01,1.154103756903168687e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
8.913526163837559579e-03,-6.978100024619493524e-02,-1.856265740457274660e-03,1.473830260741237907e-02,2.422537632583612321e-01,-9.786403989494374400e-03,2.307091881596079475e-02,5.558456743148667556e-01,-2.122236170330893401e-02,2.730782419922661575e-02,6.548174490813210014e-01,-2.707144979262920970e-02,2.275219581184728668e-02,5.467333488963390664e-01,-2.077980960245895403e-02,1.270654364154211180e-02,1.433625375159977011e-01,-7.043462595333949139e-03,6.389256000915111144e-03,-2.199035425977911018e-01,1.570340504940759274e-03,2.288924937522551772e-02,5.512603910628968151e-01,-2.098205043574807860e-02,1.234774649608993968e-02,1.221154949391802802e-01,-6.528777040074373872e-03,7.339013150641449101e-03,-1.628421063261384916e-01,2.812889585470657039e-04,8.254573699758793737e-03,-1.084290364750870594e-01,-9.615437448360353301e-04,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,8.156525633950195697e-03,-1.149209137914795065e-01,-8.216849915640977997e-04,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
9.853531939171489284e-03,-6.903949505095852146e-02,-3.809078647890373759e-03,1.639777280024645734e-02,2.434517129234450294e-01,-1.325709179036493879e-02,2.575414973952661057e-02,5.568683664018294621e-01,-2.688871170812490163e-02,3.051108389689716205e-02,6.557796292148623252e-01,-3.386842490508001902e-02,2.539735630114137166e-02,5.478870834254792044e-01,-2.636320613470388707e-02,1.410553191567487374e-02,1.423406469118617679e-01,-9.967806269287393661e-03,7.018687180874394471e-03,-2.190932434599233147e-01,2.676637504919199273e-04,2.554696642880571744e-02,5.519043825142091464e-01,-2.659496825211249416e-02,1.371120236490241950e-02,1.229296679107108048e-01,-9.372972431350490297e-03,8.085060081896244810e-03,-1.620867087619046742e-01,-1.265172155711979940e-03,9.113362548646364303e-03,-1.077063661262798178e-01,-2.744041551579812221e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,9.005429527974229131e-03,-1.137825410165191897e-01,-2.582275601042738344e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.072928550789242763e-02,-6.744494496709307896e-02,-5.638730360942645348e-03,1.794316527073647194e-02,2.458219648031558791e-01,-1.651097848659333067e-02,2.825103590586763858e-02,5.590455945007590799e-01,-3.220454655669868771e-02,3.349153136872473624e-02,6.576506908739645496e-01,-4.024822820619533559e-02,2.785897722310437530e-02,5.501444598070861502e-01,-3.160156431002292265e-02,1.540780792871032645e-02,1.437314867772556681e-01,-1.270420222036250379e-02,7.605105449130178386e-03,-2.177626483870085394e-01,-9.532617556260447600e-04,2.801994169081467589e-02,5.539702045002172781e-01,-3.185910745835940361e-02,1.498101832345355433e-02,1.250403729350182402e-01,-1.203843715225616506e-02,8.779945692708679417e-03,-1.607328706870134738e-01,-2.714119526046943065e-03,9.913242409766098717e-03,-1.062290996960655320e-01,-4.413797440690814256e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,9.796493077999457455e-03,-1.119544922691204647e-01,-4.232929482782310515e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161492403147690311e-02,-6.517501202120001835e-02,-7.583394859636882757e-03,1.950538888058872544e-02,2.492046230735525114e-01,-1.997138059118697129e-02,3.077423742502105597e-02,5.620609064755512918e-01,-3.786248099183353588e-02,3.650203444655630847e-02,6.602803560286076845e-01,-4.704039442168550522e-02,3.034664633693751057e-02,5.533385024522488038e-01,-3.717694601400012289e-02,1.672477779356995597e-02,1.443842945396625055e-01,-1.561639007144322022e-02,8.198202740942406308e-03,-2.157513272332209908e-01,-2.250328130287471140e-03,3.051896514469376598e-02,5.565447009202841855e-01,-3.746280822221592643e-02,1.626486023147322157e-02,1.278101640038755704e-01,-1.487274758866874436e-02,9.482979712259975713e-03,-1.586850820646077409e-01,-4.253901616749544701e-03,1.072220574292259698e-02,-1.040856674563315210e-01,-6.188814741051373858e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.059637293911919187e-02,-1.091908459019350630e-01,-5.986707488233378172e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161452329006351647e-02,-6.517567992355566275e-02,-7.582726957281238356e-03,1.950578962200211208e-02,2.492054245563792847e-01,-1.997231565448487345e-02,3.077330236172315381e-02,5.620595706708400030e-01,-3.786047728476660268e-02,3.650337025126759727e-02,6.602812910919055867e-01,-4.704319961157921171e-02,3.034758140023541273e-02,5.533393039350755771e-01,-3.717881614059592721e-02,1.670781307373658819e-02,1.443522352265915742e-01,-1.558085766612293810e-02,8.200607189422726151e-03,-2.157465183362603511e-01,-2.255270607719239706e-03,3.051215254066619309e-02,5.565378883162566126e-01,-3.744851511180513626e-02,1.626312368534854613e-02,1.278066909116262195e-01,-1.486900733547713571e-02,9.483781195086748994e-03,-1.586832119380119366e-01,-4.255771743345349023e-03,1.072220574292259698e-02,-1.040856674563315210e-01,-6.188547580109116097e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.060011319231080051e-02,-1.091832318150807168e-01,-5.994588736029982101e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161412254865012983e-02,-6.517608066496904939e-02,-7.582059054925593955e-03,1.950605678294436984e-02,2.492059588782638002e-01,-1.997298355684051785e-02,3.077250087889638053e-02,5.620591699294266164e-01,-3.785887431911305612e-02,3.650430531456549943e-02,6.602816918333189733e-01,-4.704520331864614491e-02,3.034811572211992825e-02,5.533401054179023504e-01,-3.718015194530721601e-02,1.669552367039273122e-02,1.443340682825180465e-01,-1.555467589378167759e-02,8.202477316018530473e-03,-2.157435795658955158e-01,-2.259010860910848351e-03,3.050734364370555340e-02,5.565340144825938751e-01,-3.743782867411482584e-02,1.626192146110838621e-02,1.278049543655015441e-01,-1.486646930652568699e-02,9.484582677913522275e-03,-1.586821432942429055e-01,-4.257107548056637825e-03,1.072207216245146810e-02,-1.040859346172737787e-01,-6.188413999637987217e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.060305196267563588e-02,-1.091785564985912060e-01,-6.000599857230781708e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161412254865012983e-02,-6.517648140638243603e-02,-7.581791893983336195e-03,1.950632394388662760e-02,2.492060924587349291e-01,-1.997338429825390449e-02,3.077210013748299389e-02,5.620587691880132297e-01,-3.785780567534402508e-02,3.650483963645001495e-02,6.602822261552034888e-01,-4.704627196241517595e-02,3.034851646353331489e-02,5.533403725788446081e-01,-3.718095342813398929e-02,1.668857748589402945e-02,1.443211109768185452e-01,-1.553971488101524301e-02,8.203545959787561515e-03,-2.157409079564729382e-01,-2.261548889862297074e-03,3.050440487334071804e-02,5.565313428731712975e-01,-3.743168397244289736e-02,1.626125355875274181e-02,1.278037521412613842e-01,-1.486499992134326931e-02,9.484716258384651155e-03,-1.586813418114161323e-01,-4.257775450412282225e-03,1.072207216245146810e-02,-1.040859346172737787e-01,-6.188413999637987217e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.060492208927144020e-02,-1.091744155039862108e-01,-6.004740851835776994e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161398896817900095e-02,-6.517688214779582268e-02,-7.581524733041078434e-03,1.950632394388662760e-02,2.492062260392060580e-01,-1.997338429825390449e-02,3.077156581559847837e-02,5.620582348661287142e-01,-3.785673703157499403e-02,3.650483963645001495e-02,6.602823597356746177e-01,-4.704653912335743371e-02,3.034851646353331489e-02,5.533405061593157370e-01,-3.718122058907624705e-02,1.668296710610661648e-02,1.443081536711190438e-01,-1.552742547767138603e-02,8.204347442614334796e-03,-2.157387706689348761e-01,-2.263285435986972516e-03,3.050200042486039820e-02,5.565284041028064621e-01,-3.742620717312661327e-02,1.626071923686822629e-02,1.278021491756078376e-01,-1.486353053616085163e-02,9.485116999798037796e-03,-1.586805403285893590e-01,-4.258443352767926626e-03,1.072207216245146810e-02,-1.040860681977449076e-01,-6.188413999637987217e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.060625789398272900e-02,-1.091712095726791176e-01,-6.007412461258354597e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
1.161398896817900095e-02,-6.517688214779582268e-02,-7.581524733041078434e-03,1.950632394388662760e-02,2.492062260392060580e-01,-1.997338429825390449e-02,3.077156581559847837e-02,5.620582348661287142e-01,-3.785673703157499403e-02,3.650483963645001495e-02,6.602823597356746177e-01,-4.704653912335743371e-02,3.034851646353331489e-02,5.533405061593157370e-01,-3.718122058907624705e-02,1.668296710610661648e-02,1.443081536711190438e-01,-1.552742547767138603e-02,8.204347442614334796e-03,-2.157387706689348761e-01,-2.263285435986972516e-03,3.050200042486039820e-02,5.565284041028064621e-01,-3.742620717312661327e-02,1.626071923686822629e-02,1.278021491756078376e-01,-1.486353053616085163e-02,9.485116999798037796e-03,-1.586805403285893590e-01,-4.258443352767926626e-03,1.072207216245146810e-02,-1.040860681977449076e-01,-6.188413999637987217e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.060625789398272900e-02,-1.091712095726791176e-01,-6.007412461258354597e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03,1.324151696650233134e-03,-2.693297863006591797e-01,8.403783086009752878e-03
